,free_text,label_id,dataset
16470,hi vọng buổi tập huấn diễn ra thành công mặc dù có sự xuất hiện của thầy !,0,vihsd
16471,"""ngầu vl""",0,vlsp
16472,khúc đầu nứng quá thầy uii,0,vihsd
16473,biết bao nhiu $ mới vào được.. không ăn hối lộ thì ăn cức à.. khj nào mới hồi vốn chứ.. ng ta là dân làm ăn mà..,1,vihsd
16474,cô hiếu trang điểm đẹp lắm,0,vihsd
16475,vân vân rộng thế,0,vihsd
16476,"""cận_cảnh máy ép dầu_lạc đây bán dầu đã ép sẵn lít và ép thuê công lít dầu_lạc rất tốt cho sk và đặc_biệt ép như này nguyên_chất lo lẫn tạp_chất""",0,vlsp
16477,"""chùa tượng_sơn công_tác trang_trí phật đản""",0,vlsp
16478,"""sau khi trúng_tuyển được đưa sang nhật làm hoàn_toàn miễn_phí tuyển_kỷ sư công_nghệ thông_tin kỷ sư điện_cơ_điện_tử đại_diện công_ty_mẹ tại nhật bản văn_phòng công_ty chi_nhánh tại quận xin tuyển_dụng các bạn đã tốt_nghiệp cao_đẳng đại_học các ngành_nghề công_nghệ thông_tin cơ_điện_tử khi các bạn được công_ty tuyển_dụng sẽ được đưa sang nhật làm_việc lâu_dài với chi_phí hoàn_toàn miễn_phí toàn_bộ chi_phí sẽ được công_ty chi_trả vì bạn sẽ là nhân_viên của công_ty phía bên nhật của công_ty chúng_tôi mọi tư_vấn xin liên_hệ full bridge viet nam_co ltd tran vinh phu manager de tham street_district hcm tel mobile mail vinhphu co jp vietnam japan""",0,vlsp
16479,@tiktok official  mới đầu ai biết ai tự nhiên nhắc ...chó gì ở đây,0,vihsd
16480,"""tùng điện nước yêu cuộc_sống di_đà phật""",0,vlsp
16481,quá đc lun anh ưiiiiiii.,0,vihsd
16482,phạm văn lộc chán idol quá,0,vihsd
16483,hôm nay minh hiếu đẹp quá nha,0,vihsd
16484,"""đồ lamh bé gái đi""",0,vlsp
16485,đc vlon b ơi hh,0,vihsd
16486,nguyen ong trao giải cho abe là abe vui vẻ hổng qạo liền :))))),0,vihsd
16487,"""bây_giờ dễ làm_tiền qá easy vl mất_mặt vl""",0,vlsp
16488,sống chậm thôi đca ơi,0,vihsd
16489,"""nó tỉnh vl""",0,vlsp
16490,lại ns ý đây mà >|,0,vihsd
16491,"""mùng đầu tháng sờ ang sang tôi và bạn loạn xì ngầu ông đéo biết lắm loanh xì ngầu là ông đéo biết lắp""",1,vlsp
16492,nghe lần đầu thấy ko hay lần thứ 2 cx vậy,0,vihsd
16493,"""thành nghĩa type my sadness as you anh thương em""",0,vlsp
16494,mạng wifi đỉnh kout hơn nè,0,vihsd
16495,mới xem,0,vihsd
16496,ma ba rat la xinh xan con noi thiet,0,vihsd
16497,"""ứng_viên vui_lòng liên_hệ nộp hồ_sơ tại trung_tâm dịch_vụ việc_làm thanh_niên cần_thơ số đường cmtt an hòa_ninh kiều tp cần thơ mr hoàng website email tuvan com_facebook trung_tâm dịch_vụ việc_làm thanh_niên cần_thơ vieclamcantho vieclam mekongworks jobcantho""",0,vlsp
16498,"""cháo hành cả nồi nguyễn_thái enraged""",0,vlsp
16499,đập đá ít thôi thầy,1,vihsd
16500,trần diên dưỡng sang kênh của ông bán bánh mỳ nhâ :))),0,vihsd
16501,vĩ phạm tấm này m đẹp nhất r đó,0,vihsd
16502,trần thu huyền mong là không ai tử vong còn đẩy lùi thì từ từ chị nhé,0,vihsd
16503,ae đặt kèo nào tài hay xỉu đây trai là tài gái là xỉu =))),0,vihsd
16504,khổ chưa hết bệnh này đã phát bệnh khác,0,vihsd
16505,hay quá abe ơi :))),0,vihsd
16506,hau nguyen con cặc :v,1,vihsd
16507,"""trục chính lộ và đối_diện siêu_thị lh""",0,vlsp
16508,nguyễn đức bạn là chó. cũng là món ăn,1,vihsd
16509,mấy chuyện tâm linh này k đùa được đâu . đừa là mắc cười đó,0,vihsd
16510,linh đậu nhớ bơm căng lốp nhé :)),0,vihsd
16511,có ai có fb của trần dần ko,0,vihsd
16512,xã hội bồng bềnh.,1,vihsd
16513,"""samsung note của mình chính_thức ra đi để lại niềm thương_tiếc vô_hạn các dữ_liệu trong viên pin còn rất tốt bạn nào cần mình tặng nhé""",0,vlsp
16514,"""cho cái tre vai di""",0,vlsp
16515,em nói là anh ở nhà hưng khánh . hông cod đi đâu hết.,0,vihsd
16516,vãi cả nguyễn thị tươi khắm àh nhầm tươi thắm,1,vihsd
16517,"""ứn ứn ứn""",0,vlsp
16518,chúng mày điên hết rồiiiii,1,vihsd
16519,"""kinh vl""",0,vlsp
16520,ad méo biết thì thôi. tầm nhìn nhà cơm sườn nó phải 1000 năm nữa mới thấy cơ,1,vihsd
16521,"thế thì ngon quá ,đỡ tốn tiền",0,vihsd
16522,"bảo nó cắt cho có tí mái , nó xẻo mẹ thành mái bổ luống luôn",0,vihsd
16523,"""tony thương bé nhện vl""",0,vlsp
16524,"""một thời cazorla vs coquelin hoàng xuân tâm vô_địch lượt_đi nha""",0,vlsp
16525,phạm anhquân cái nài live thật à mn,0,vihsd
16527,"""đoàn mỹ hạnh shared live video hạnh chia_sẻ live săn đầm nha các ty""",0,vlsp
16528,sống chậm lại,0,vihsd
16529,mekong còn chảy qua thái nữa,0,vihsd
16530,xin tộc trưởng hãy đưa lợn nghiệp vụ xeme hiếu lợn ra trận đi :)),0,vihsd
16531,"""cmt phía dưới đúg vl""",0,vlsp
16532,nhiên an miễn phí em ạ ! em lo quá,0,vihsd
16534,trung thu bh chúng nó toàn rước bcs vào nhà nghỉ chơi trò ngắm chị hằng thôi :v,0,vihsd
16535,"""khi nào sụp hãy tính""",0,vlsp
16536,này của anh ba luôn phải không? hay của thầy selaaaa :v,0,vihsd
16537,"""mưa_gió em nhận chuyển trả sau miễn_phí cho anh_em đảm_bảo tiết_kiệm đến chi_phí điện_thoại hàng tháng đặng_huyền trang đức nguyễn""",0,vlsp
16538,"""nguyen thi thanh hoa hoc cach tha_thu va de tat ca ra di""",0,vlsp
16539,trốn thì im sửa cũng chả ai nghe,0,vihsd
16540,"""linh louisa đm hung_hăng vl""",1,vlsp
16541,yêu lắm,0,vihsd
16542,:v mấy thằng này bệnh thật vậy mà cũng nói được !,1,vihsd
16543,"""ngâm ngâm cười vcl""",0,vlsp
16544,cánh diều dẻo,0,vihsd
16545,"""dm con đàn_bà ghet vl""",1,vlsp
16546,"""video giành cho người mạng lag cay vl""",1,vlsp
16547,tôi thích cô này vì ụ á ày,0,vihsd
16548,"""toner jm về thêm hàng nha ce chai to nặng nên mỗi lần về ít lắm ah nên ce tranh_thủ đặt mua luôn nhá jm solution toner to_đùng tận ooml giá sale chỉ hàng chuẩn chính hãng làm dịu và mát da bị kích_ứng làm sạch và cân_bằng da_dầu làm mềm và mịn da lão_hoá chống khuẩn kháng_viêm cân_bằng độ ph trên da sau khi rửa mặt chứa nhiều thành_phần vitamin tốt cho da nước hoa_hồng toner jm solution lọ màu xanh ngọc_trai trị thâm và dương_ẩm da tối_đa cho da luôn tươi_tắn sáng khoẻ các màu khác order""",0,vlsp
16549,han vo t đánh cđ này nữa kkkk,0,vihsd
16550,"""thiên nguyễn cũng gắt vl""",0,vlsp
16551,thôi em cũng ạ thầy,0,vihsd
16552,"""hatinh cbi đón nó nhé cuối tuần này sẽ cập bến đồng lộc ai qtam bơ gửi về tới nhà ạh sdt lh võ_đức thiện võ_thị kiên""",0,vlsp
16553,hhh h ké,0,vihsd
16554,"""tội_nghiệp cầu cho bé siêu_thoát nam_mô di_đà phật""",0,vlsp
16555,572 le quang dinh là dai ly ve so nha chú ơi,0,vihsd
16556,an trường sếp ngta ch bao giờ làm mình thất vọng m,0,vihsd
16557,j ba con ne 0924588259 cho voi,0,vihsd
16558,"""nồi áp_suất các loại địa_chỉ đối_diện ub xã tuy lai kho gia_dụng tuy lai thành hoà""",0,vlsp
16559,"""đểu vc""",0,vlsp
16560,"""tôm biê hâ hô ca thu miê ng kg ghe sư hô""",0,vlsp
16561,linh khùng,1,vihsd
16562,dương cao thắng hahaa,0,vihsd
16563,"""trương_thị yến nhi cherry vy""",0,vlsp
16564,k cap nhanh trang vào đọc đc thì k xịt phát lào,0,vihsd
16565,tinh trùng khuyết tật cã một bè lũ tham quan từ nhỏ tới bé từ thằn bố tới cháu chắc,1,vihsd
16566,mãi là ae =)),0,vihsd
16567,"""chúc_mừng chị gái đồng_hương chúc_mừng tiền_giang trở_thành khách_hàng thứ_ may_mắn nhận được chỉ_vàng_ khi tham_gia thách_thức đổi_mỡ_lấy_vàng cùng trà thảo_mộc giảm cân vy tea chỉ sau__ngày sử_dụng trà_vy tea chị hiền giảm được kg và vòng eo giảm thấy rõ cảm_ơn chị đã tin_tưởng và đồng_hành cùng havyco link facebook chị hiền đại_diện phía công_ty sẽ trao thưởng đến chị trong thời_gian sớm nhất chúc_mừng chị havyco huyềntrân chuyên sỉ và lẻ trà giảm cân huyền_trân s_chí tâm""",0,vlsp
16568,"""dame to cộng hiệu_ứng rúi nhèng thì quạt là hợp_lý rồi""",0,vlsp
16569,huyền khánh phùng cùng nhau lập đàn nào,0,vihsd
16570,"""cùm cùm""",0,vlsp
16571,"""góc cảnh_báo anh chị_em cô gì chú bác ông_bà nếu đi đoạn đường_hướng từ yên mỹ lên mỹ hào thì tuyệt_đối không đội loại mũ_bảo_hiểm này nhé vì khi đi đoạn đường này sẽ gặp mấy thằng cuộc_sống giả_tạo nó rình rồi nhao ra tợp ngay đấy và đội loại mũ này nhằm đảm_bảo luôn tính_mạng bản_thân""",0,vlsp
16572,"""kem nguyễn_ngáo vl""",0,vlsp
16573,"""lê_quỳnh châu bích_ngọc huỳnh_kính sắp rồi nè""",0,vlsp
16574,dờ uy ha ha free ship rồi mà giảm thì lỗ,0,vihsd
16575,xem phim nhớ mang khẩu trang nha :))),0,vihsd
16576,bác vi đại qua,0,vihsd
16577,bóng dơ,1,vihsd
16578,người ta yêu nhau chân thành là đủ rồi  đâu cần quan tâm đến ngoài lề,0,vihsd
16579,"""thính ngon vl""",0,vlsp
16580,"""phùu thủyy hết nha còn nude đỏ cam đỏ đất""",0,vlsp
16581,"""mai_thị hoài thương cinderella fashion chân váy jean rách size xl""",0,vlsp
16582,"""nịnh vợ quá cũng nguy_hiểm_vl""",0,vlsp
16583,"bạn nào bị thâm môi, mắt, chân tay, thâm do ngứa, bỏng, ngã xe, dị ứng...ib mình nhé",0,vihsd
16584,"""tuyển nhân_viên khách_sạn lễ_tân số_lượng ngoại_hình ưa_nhìn giao_tiếp tiếng anh hàn ưu_tiên tiếng hàn nhanh_nhẹn hoà_đồng ưu_tiên có kinh_nghiệm thời_gian lương tr địa_chỉ ngô tất tố võ_cường bắc ninh hahaoid duongha môi_trường làm_việc người hàn ưu_tiên học_sinh sinh_viên học tiếng hàn  """,0,vlsp
16585,khanh pham tại vì nhạc của st là nhạc trẻ phù hợp vs giới trẻ,0,vihsd
16586,"""nguyễn_tú mời bạn ghé lựa đồ tại add bạch mai hbt hn""",0,vlsp
16587,mđ học sinh l chúc thầy vậy chắc đủ động lực rồi,0,vihsd
16588,chúc mừng thầy,0,vihsd
16589,không có phần nhé,0,vihsd
16590,"""phải nói là vl""",0,vlsp
16591,trần quốc việt yêu gì dẹp hết,0,vihsd
16592,"""cân hay vl""",0,vlsp
16593,:))),0,vihsd
16594,cho ae ăn tết đây ạ,0,vihsd
16595,"""hồng_ngọc dm hãng này chắc đau_đầu vl""",1,vlsp
16596,"gà mà không biết gáy là con gà con, rambo có quả nade đẹp vc các ban ưi",0,vihsd
16597,cực kỳ thuyết phục !,0,vihsd
16598,"""văn_hà hà nc chút nhé mn bí_mật ngày_sinh""",0,vlsp
16599,theo khía cạnh mình thì mình nhận xét bài này như lồn nhé không hay bằng mấy bài trước,1,vihsd
16600,cực kì thuyết phục,0,vihsd
16601,rất yêu thích bài thánh ca buồn với tiếng hát elvis phương,0,vihsd
16602,có phải đôi giày này ko?,0,vihsd
16603,vừa xem xong. hú hồn chim én :((,0,vihsd
16604,đợt này ko hội ba vạch diễn,0,vihsd
16605,"anh ba thật đẹp trai và sở hữu 1 bộ não cực kỳ thông minh và nhạy bén trong công việc. đó là anh ba tú, còn anh ba gà thì ko có",0,vihsd
16606,"""tình_huống hài vl""",0,vlsp
16607,"""sg nắng gắt vl""",0,vlsp
16608,chí nhân đuỹ moẹ :)))))),1,vihsd
16609,"""tôi cũng yêu màu áo ấy vô_cùng""",0,vlsp
16610,"""lạnh vl""",0,vlsp
16611,vở hài quá hay trong mùa dịch ncovid!,0,vihsd
16612,hay lắm thầy,0,vihsd
16613,"""chúc cả tiệm xăm đc nhiều khách với nhiều hình đẹp""",0,vlsp
16614,đr chỗ thì gọi li quăng chỗ thì gọi là cái giường có chỗ thì gọi dạc mà chuyện đó bình thường mà,0,vihsd
16615,"""còn dư duy_nhất kg sầu hàng nhất sỉ lẻ hốt nốt để mai về lô thái nào lẻ kg sỉ call linh_tinh quán hồng tham""",0,vlsp
16616,"sáng nghe các đài phát thanh của loa phường ra rả kết luận mà nghe nực cười quá thể, hoá ra mấy tháng qua điều tra các kiểu cũng quay lại giả thuyết ban đầu theo 1 phía trường cung cấp. vậy thì điều tra quái gì cứ phán quyết bất chấp ngay từ đầu luôn đi cho gọn! quả báo tới từng người bây giờ! nhanh lắm!",1,vihsd
16617,ae học tiếng tàu đi là vừa :3,0,vihsd
16618,ai yêu cô i  love you chu cà mo nà,0,vihsd
16619,"""cái xã_hội này đéo có chuyện đúng hay sai chỉ có kẻ giàu người ngèo mà thôi thằng giàu sống kiểu thằng giàu thằng nghèo chơi theo cách của thằng nghèo cuốn thương két ân""",1,vlsp
16620,phạm nguyễn cát vy cljv con,0,vihsd
16621,"""bùi_nam để tối về admin check nha""",0,vlsp
16622,bữa nào a lân nói ông trần dần hát quốc ca nước chxhcnvn xem như thế nào.,0,vihsd
16623,"""vu quynh cham nhầm zồi ới ko có thích ngọt""",0,vlsp
16624,nghe vô lí nhưng vô cùng thuyết phục,0,vihsd
16625,nhìn cứ tưởng bên tq -_- rợn cả người !,0,vihsd
16626,"""vợ tuổi lon nha nhưng mà sợ vợ vl""",1,vlsp
16627,nghiệp ks một chút hoyy,0,vihsd
16628,đẹp trai quá anh ơi :)),0,vihsd
16629,nay anh độ tự nhiên nhẹ nhàng dịu dàng như con gái thế này thì năm nay ra chủ đề về người phụ nữ nhá anh em :)))),0,vihsd
16630,"chửi cái qq gì, ko làm đúng quy trình thì bị loại đúng rồi",1,vihsd
16631,thằng cháu tao còn biết bắt trend cơ,0,vihsd
16632,"""tôm tèo nguyen sy bella tran cao vinh hồ_thị hồ_lệ thu hà nguyễn_hà""",0,vlsp
16633,"""đây là đâu nguyễn_thị kim phụng thao luu ho ten""",0,vlsp
16634,biệt tài trả lời xong chẳng biết trần dần nói gì. vũ hoàng lân thiếu người để kiếm viu đi phỏng vấn người điên.,1,vihsd
16635,chỉ tội cô người yêu mới :),0,vihsd
16637,"""cảm_giác khó tả vl""",0,vlsp
16638,nguyễn văn tý đỉ mất dạiii ghê,1,vihsd
16639,"""ngọc_hân có đứa mất niềm tin vào ty""",0,vlsp
16640,nó nói nhảm cái gì 1mình tao .tao ko hiểu,0,vihsd
16641,"@thanh điệp phan có lý, làm gì có ai vừa chống cs mà vừa chửi ông trump",0,vihsd
16642,"face chỉ dành cho người nói chuyện với nhau, sủa bị block là đúng rồi thắc mắc gì? muốn tham gia thì đi học tiếng người đi ha cháu ngoan bh!",1,vihsd
16643,yêu nhiều :)),0,vihsd
16644,bên anh kiểu thế thảo nào nhiều người dính,0,vihsd
16645,top 1 không cần xem cũng biết:)),0,vihsd
16646,vui vẻ không quạo,0,vihsd
16647,"công nhận , hồi lúc mới phẫu thuật ko đẹp . giờ phải công nhận đẹp dã man .",0,vihsd
16648,"""gd nha nay cung can than day chu mang ca nc nha_di de tam""",0,vlsp
16649,"""vay tiêu_dùng giải_ngân nhanh_chóng chỉ với cmnd và đăng_kí xe có_thể vay từ tr liên_hệ ngay uy để cùng vào bờ nhé ae""",0,vlsp
16650,thần tượng lúc nhiỏ của tui,0,vihsd
16651,đem người đi bán....,0,vihsd
16652,"có 7,8tr",0,vihsd
16653,@binh vu bạn ghi y chang thế nó tự thành vậy đó,0,vihsd
16654,ok bé ba,0,vihsd
16655,"""mỹ chănn biển muối vl""",0,vlsp
16656,"""có ss kh""",0,vlsp
16657,maruko linh boss mà em cmt ? em biết địa chỉ để anh bế 1 em ! cảm ơn em trc,0,vihsd
16658,duy linh bởi vì khẩu trang k thần thánh như dân buôn khẩu trang vẫn thường quảng cáo,0,vihsd
16659,"""đây cay vl""",0,vlsp
16660,"""body saffron dubai làm từ nhụy hoa nghệ_tây quý_giá chất_lượng an_toàn cho da làm trắng da ngừa tế_bào ưng thư""",0,vlsp
16661,m pk thầy ba giống con gà điểm nào k thao hoang,1,vihsd
16662,thấy gái là con mắt sáng lên :)),0,vihsd
16663,cô giỏi quá :3,0,vihsd
16664,chúc các em thành công với ngành xây dựng,0,vihsd
16665,top 1. là vì bh học sinh đang đc ngỷ học chứ còn lời và nhạc thực sự k hay tẹo gì,0,vihsd
16666,cho nó ngáp cho nó chừa cho mày tin cs nhe con,1,vihsd
16667,có 1 loại ng như tao cho dù không thấy gì nhưng vẫn haha :>,0,vihsd
16668,cực kỳ thuyết phục!,0,vihsd
16669,tâm ngô cai nay biet lau roi,0,vihsd
16670,"""coi đm cay vl""",1,vlsp
16671,cmt chỉ để khoe mới là fan cứng :)),0,vihsd
16672,"""ngắn_gọn xúc tích vl""",0,vlsp
16673,một đám trong đó gõ lọc cọc chửi người đi từ thiện :)),0,vihsd
16674,hép pi niu yeahhh,0,vihsd
16675,fb chính linda: https://www.facebook.com/linda009900,0,vihsd
16676,trung bị dính lời nguyền :)),0,vihsd
16677,chúc bộ tộc mixigaming năm mới vui vẻ,0,vihsd
16678,"""bởi chọn ny nhất_định ko đc có em_gái nuôi bn thân hay kết_nghĩa cả con_nuôi chả thịt""",0,vlsp
16679,sói hai kiểu gượng gạo ép buộc,0,vihsd
16680,dương đình đức xếp nhà ngta em ạ.cố gắng sau này tìm đc cty có xếp như này là khỏi cần suy nghĩ :))),0,vihsd
16681,em chao chi,0,vihsd
16682,cô tao the bestttttttttttt,0,vihsd
16683,"phòng trương tử ,la người gốc hoa u? nêu la gốc hoa thiêt thi cung phai đê phong ca cai (tâm) cua ông ta ,người hoa la ,,,phai vô cung thân trong",0,vihsd
16684,khang phạm t đoạn hẻm nghĩa trang vô nè,0,vihsd
16685,đâu đây bác,0,vihsd
16686,mấy cái nhạc trong phim của bảnh toàn của k-icm đệm nhạc đó :v,0,vihsd
16687,ấn tượng nhất là quả răng của cụ dần,0,vihsd
16688,"""uyen nguyen ỉa_chảy vl""",0,vlsp
16689,"page này khác đ gì vt đâu ~~ toàn đăng bừa ẩu bậy.t like page này vì lúc đầu tụi nó nói đúng,càng về sau thì càng lòi cái mặt ra ~~",1,vihsd
16690,rầu bữa giờ!,0,vihsd
16691,anh cứ mỗi ngày hay mỗi.tuần ra 1 quote đi anh ưii,0,vihsd
16692,hóng cô my điểm danh,0,vihsd
16693,"""kh ơii có áo riêng cvay riêng nha""",0,vlsp
16694,tao cười ẻ,0,vihsd
16695,"""dạ áo freesize dưới kg bạn nhen""",0,vlsp
16696,"""ngọc_khánh ngôn_ngữ hành_tinh đấy dẹp đi""",0,vlsp
16697,"""hoàng my cực_kì vô_cùng thích thích lun""",0,vlsp
16698,chùm cuối xuất hiện all năm xuống :)))),0,vihsd
16699,ad ơi lần sau trích cái link dùm mọi người với. một thao tác mà ngàn người khỏe.,0,vihsd
16700,trời vl nhiều 1,0,vihsd
16701,trung trần dần ? d: ?,0,vihsd
16702,ma ong nay hai thiet,0,vihsd
16703,cười iả haha,0,vihsd
16704,r thế giáo án đá phò đâu thầy l,1,vihsd
16705,"""cỏ cú vô_cùng hợp_lí""",0,vlsp
16706,"""mng ai mua thì nhanh nhé em thanh_lý nốt cho rộng chỗ gội nhỏ chai còn tinh_dầu chai xanh chai đỏ chai chai bưởi""",0,vlsp
16707,"""cục xì_dầu ông bê lắp có hot bằng việc một mùa sen nữa lại đến không nhanh tay book lịch để có bộ sen đầu mùa đẹp mơn_mởn đi nào chị_em ttstudio fb tử tâm tài_thảo trang sđt""",0,vlsp
16708,"""co khác la tha rồi mà_di""",0,vlsp
16709,"""tao đéo hiểu được mẹ của con này là óc chó hay óc người tao mà con bả chắc tao đốt nhà bả quá mẹ con ngu thứ""",1,vlsp
16710,sau 9h,0,vihsd
16711,mặt nhìn kinh quá,1,vihsd
16712,chưa bao h thấy ko ưng,0,vihsd
16713,"""nhớ ny vl""",0,vlsp
16714,"""trịnh_vân annh mk gửi bưu_điện nhé nội_thành""",0,vlsp
16715,"""bộ thun dẻo freesize kg ok tố khang hàn""",0,vlsp
16716,"""romand zero sunset glam màu số midnight tone đỏ rượu siêu quyến_rũ và đầy quyền_lực em này same same mac diva chất son siêu mềm mịn không gây khô môi màu lên rất chuẩn giá chỉ bằng thỏi mac only lê_thị_trang thư""",0,vlsp
16717,"""sáng sớm thả thính chất son babesexxy bên nhaaaa nhìn la xĩu xĩu chất son mền mịn cận_cảnh full hd luôn nha kiss tang hủ duong tuyensivonk""",0,vlsp
16718,vẫn ko quên nhắc con ba vàng mã :))),0,vihsd
16719,em làm thế từ đó. bị ế,0,vihsd
16720,"""kệ vẹt to có phát nhạc cho bé về nhiều khách nhé lẻ bộ sỉ zalo chất_liệu nhựa cao_cấp kệ vẹt chữ chất_liệu nhựa dày_dặn an_toàn cho bé gồm món chú vẹt phát nhạc kèn cho bé thổi và xúc xắc phát tiếng leng_keng vui_tai màu_sắc tươi_sáng rất đẹp_mắt kệ dùng làm đồ_chơi cho bé sơ_sinh hoặc tháo lẻ ra làm đồ_chơi xúc xắc đồ_chơi treo nôi hoặc đồ_chơi cầm tay cho bé kệ rất chắc_chắn dễ lắp_ráp khi không dùng có_thể cất gọn tiêu_dùng thông_minh tiêu_dùng giá sỉ""",0,vlsp
16721,panda thái đã xem =))),0,vihsd
16722,"""hà ling uat có đọc cmt không thằng lol đó nó lôi nhà tao vô nhé con hãm nó cũng là ng bảo nugu gì đó đéo phải nhà tao nhé con ngu""",1,vlsp
16723,"""đỗ_quỳnh anh giống vl""",0,vlsp
16724,thiên đường của cs!,1,vihsd
16725,ông thi ghê rồi,0,vihsd
16726,"""dương_thị kim_ngân worse""",0,vlsp
16727,tấc nhiêng thì tấc nhiêng là tấc nhiêng và tấc nhiêng...,0,vihsd
16728,"""lịt mẹ mất_mặt vl""",1,vlsp
16729,nghe xã stress ghê á hahaha . vui vui nha,0,vihsd
16730,"e vừa lên fan cứng còn nhiều bỡ ngỡ,mong các fan cứng đi trc chỉ dạy",0,vihsd
16731,trần văn hưng,0,vihsd
16732,người để yêu khác người để cưới nhiều lắm,0,vihsd
16733,xuất sắc,0,vihsd
16734,"""mùa sau sẽ khắc""",0,vlsp
16735,"""hoàng chinh đm dễ sợ vl""",1,vlsp
16736,hihi,0,vihsd
16737,nghe có vẻ vô lí mà hết sức thuyết phục,0,vihsd
16738,quả nhạc thốn đcđ,1,vihsd
16739,"""saleoff kthuoclotlongx giaotaixuong để được tư_vấn vui_lòng liên_hệ ms trúc hoặc mr quý showroom nguyễn_hoàng an phú quận_tp hcm factory phạm văn sáng xuân thới_thượng hóc môn""",0,vlsp
16740,"""hoang_mang vc""",0,vlsp
16741,"""ai hiểu dc cảm_giác nài check hàng đi mấy ngày rồi mà_cập_nhật hay giao hàng hết cứ check nó cứ nóibên shop thì nó nói do lễ hơi nhiều bt tin_tức hàng làm tâm_trạng bồn_chồn mần giề dc hết nhiu đó đối_với ng_ta hk nhiu chứ tui đền là sml như vương vương trúc hồng""",0,vlsp
16742,"""linh nguyễn_tag đi linh""",0,vlsp
16743,du học sinh úc đấy,0,vihsd
16744,thích linda lúc vui vẻ hồn nhiên,0,vihsd
16745,mong bác khỏe  mạnh  để  cho ae xem cho vui ko thì  mùa  dịch này  buồn  lắm,0,vihsd
16746,"hà lội không vội được đâu, hít ôxy thiên đường như chưa từng được thở",0,vihsd
16747,chính quyền của dân do dân vì dân mà,0,vihsd
16748,"""ngày cc toàn chuyện buồn sáng thì vỡ nát cái đt tối thì lạc mất người_thương muốn chửi thề vc""",1,vlsp
16749,"""đô béoo lập_trình cnc một_chút sáng_tạo hiệu_quả bất_ngờ laser portable mw laser mw laser mw laser chuyên khắc dấu đồ mỹ_nghệ laser khắc trái_cây cắt mica gỗ laser fiber laser mini""",0,vlsp
16750,"""fpt telecom được khách_hàng vinh_danh giải_thưởng dịch_vụ chăm_sóc khách_hàng tốt nhất cáp_quang fpt bình_dương is at cáp_quang fpt bình_dương fpt telecom nhận giải_thưởng về dịch_vụ và chăm_sóc khách_hàng fpt telecom được vinh_danh là nhà cung_cấp dịch_vụ internet cố_định được khách_hàng hài_lòng nhất về chất_lượng dịch_vụ và chăm_sóc khách_hàng năm tại lễ trao giải nhà cung_cấp dịch_vụ băng_thông_rộng di_động và internet""",0,vlsp
16751,phần cuối bonus thêm cả nghệ thuật bôi c*t mũi :)),0,vihsd
16752,"anh bao ve di dc thi minh cung di dc tru phi ong can bo ay ko fai la nguoi . lot giay , xan quan ma loi wa thi se dep long dan do",1,vihsd
16753,"""còn óm nữa bùn vl""",0,vlsp
16754,"""duy khang mua văn hậu đức chinh về đá""",0,vlsp
16755,"""phut cuối tuồng vl""",0,vlsp
16757,"""thánggg chínnn đâyyy lậnn đậnn vcl luônn đâyy sem trần""",0,vlsp
16758,mỹ đập 456% thuế cộng thêm thuế của anh bảy cà ri sắp bồi tiếp nữa thì formosa chắc không qua khỏi con trăng này rồi. chắc ai đó sẽ buồn khi formosa đòi lại tượng 50kg vàng.,0,vihsd
16759,"""cả cái xã_hội sẽ chửi súc_vật thảo bi lã hải anh đéo có gì là mãi_mãi đời này làm đéo có tình_yêu vĩnh_cửu lần là nhỡ tay nóng_giận lần là thói_quen lần trở lên nó thuộc về bản_chất tôi sợ con_người anh vẻ ngoài đạo_mạo nho_nhã ấy nhưng khi nhà anh là con thú độc_ác tàn_nhẫn không chút tình người những lời anh buông ra những trận đòn của anh có chết tôi cũng ko bao quên đàn_ông kém_cỏi ko đáng trách nhưng đã bất_tài lại còn vũ_phu bội_bạc thì anh không bh xứng_đáng là thằng đàn_ông""",1,vlsp
16760,hí =))) hiểu thì mới thấy hay,0,vihsd
16761,sống chậm thôi :((,0,vihsd
16762,"""mai khánh linh khoe lê_thị mơ""",0,vlsp
16763,uồiiii bạn tùng kìaaaa,0,vihsd
16764,"""cả ngày chỉ quay quầng bên cậu nhỏ này chỉ có bên cậu nhỏ này thì bao_nhiêu buồn_phiền cũng trôi đi hết cục ghiền của như tomthúi""",0,vlsp
16765,"""sống sao trọn nghĩa vẹn tình sống sao cho dạ thanh_bình thảnh_thơi sống sao cho đáng người ơi sống sao cho khỏi tiếng đời trách chê""",0,vlsp
16766,nguyễn đức thắng :))),0,vihsd
16767,nhìn là muốn thông đít anh ba ghê dị á kkkk,0,vihsd
16768,đỗ ngọc phương trinh lê nguyên thảo chiêm khánh ngọc ha huynh ngoc anh phạmjen phí phương thảo mừng rớt nước mắt luôn á mọi người ơi :))))),0,vihsd
16769,đi đường quyền,0,vihsd
16770,lên xe đi,0,vihsd
16771,phụng phèo lina nhi này lương cao nè các friends,0,vihsd
16773,tuyên giáo mà cha :v,0,vihsd
16774,lại khịa:)))),0,vihsd
